date,brent_price
24/01/2014,108.0199966
27/01/2014,107.8000031
28/01/2014,107.7799988
29/01/2014,108.0100021
30/01/2014,108.4000015
31/01/2014,107.9300003
03/02/2014,106.7099991
04/02/2014,106.2200012
05/02/2014,106.4300003
06/02/2014,107.4499969
07/02/2014,109.7200012
10/02/2014,109.6800003
11/02/2014,109.2300034
12/02/2014,109.4899979
13/02/2014,108.7300034
14/02/2014,108.7300034
19/02/2014,110.8300018
20/02/2014,110.4499969
21/02/2014,110.3799973
24/02/2014,110.7600021
25/02/2014,110.5199966
26/02/2014,109.9700012
27/02/2014,109.4199982
28/02/2014,109.3600006
03/03/2014,112.3799973
04/03/2014,111.8000031
05/03/2014,109.2699966
06/03/2014,108.5299988
07/03/2014,109.0800018
10/03/2014,108.6699982
11/03/2014,108.6699982
12/03/2014,108.5500031
13/03/2014,108.4700012
14/03/2014,108.6500015
17/03/2014,108.5400009
18/03/2014,106.8300018
19/03/2014,106.8000031
20/03/2014,106.7399979
21/03/2014,107.7600021
24/03/2014,107.4800034
25/03/2014,107.4700012
26/03/2014,107.3199997
27/03/2014,107.9700012
28/03/2014,108.3700027
31/03/2014,108.3300018
01/04/2014,107.7699966
02/04/2014,105.7799988
03/04/2014,106.3099976
04/04/2014,107.0299988
07/04/2014,106.6100006
08/04/2014,107.8300018
09/04/2014,108.1299973
10/04/2014,107.8499985
11/04/2014,107.8700027
14/04/2014,109.1299973
15/04/2014,108.9300003
16/04/2014,108.8000031
17/04/2014,110.1800003
21/04/2014,110.0500031
22/04/2014,109.9599991
23/04/2014,109.5299988
24/04/2014,110.6299973
25/04/2014,110.6200027
28/04/2014,110.1600037
29/04/2014,109.3499985
30/04/2014,108.7300034
01/05/2014,108.0699997
02/05/2014,108.9300003
05/05/2014,108.8799973
06/05/2014,108.1999969
07/05/2014,108.2200012
08/05/2014,108.1399994
09/05/2014,109.0100021
12/05/2014,108.7300034
13/05/2014,109.3499985
14/05/2014,110.3300018
15/05/2014,110.5899963
16/05/2014,110.4199982
19/05/2014,110.3000031
20/05/2014,110
21/05/2014,110.7300034
22/05/2014,111.0299988
23/05/2014,110.6999969
27/05/2014,110.75
28/05/2014,110.3600006
29/05/2014,110.4499969
30/05/2014,110.0999985
02/06/2014,109.9000015
03/06/2014,108.9800034
04/06/2014,109.4499969
05/06/2014,108.9300003
06/06/2014,109.2900009
09/06/2014,110.1600037
10/06/2014,110.3099976
11/06/2014,110.25
12/06/2014,113.2200012
13/06/2014,114.4000015
16/06/2014,113.2200012
17/06/2014,113.8000031
18/06/2014,114.4800034
19/06/2014,115.6900024
20/06/2014,115.0800018
23/06/2014,115.6500015
24/06/2014,114.8199997
25/06/2014,114.7799988
26/06/2014,114.2399979
27/06/2014,113.7099991
30/06/2014,113.0999985
01/07/2014,112.8000031
02/07/2014,112.3600006
03/07/2014,111.1600037
07/07/2014,111.2699966
08/07/2014,110.2300034
09/07/2014,108.9899979
10/07/2014,108.8799973
11/07/2014,108.5699997
14/07/2014,107.4499969
15/07/2014,106.8899994
16/07/2014,106.4400024
17/07/2014,105.9599991
18/07/2014,108.6399994
21/07/2014,107.8499985
22/07/2014,108.3700027
23/07/2014,108.1999969
24/07/2014,108.0899963
25/07/2014,108.4499969
28/07/2014,108.0800018
29/07/2014,108.0299988
30/07/2014,107.8499985
31/07/2014,106.5800018
01/08/2014,106.1100006
04/08/2014,105.6600037
05/08/2014,105.6200027
06/08/2014,105.4400024
07/08/2014,105.8899994
08/08/2014,106.8199997
11/08/2014,105.4100037
12/08/2014,104.5299988
13/08/2014,104.3399963
14/08/2014,104.1299973
15/08/2014,101.9499969
18/08/2014,102.9899979
19/08/2014,102.0599976
20/08/2014,102.3600006
21/08/2014,102.7799988
22/08/2014,102.8199997
25/08/2014,102.8000031
26/08/2014,103.3700027
27/08/2014,103.0400009
28/08/2014,103.2099991
29/08/2014,103.3099976
02/09/2014,103.2799988
03/09/2014,103.1299973
04/09/2014,102.9499969
05/09/2014,102.4100037
08/09/2014,100.9899979
09/09/2014,100.5999985
10/09/2014,99.43000031
11/09/2014,98.45999908
12/09/2014,98.77999878
15/09/2014,97.12999725
16/09/2014,96.62999725
17/09/2014,99.54000092
18/09/2014,99.13999939
19/09/2014,98.48000336
22/09/2014,98.19999695
23/09/2014,97.56999969
24/09/2014,97.26999664
25/09/2014,97.55000305
26/09/2014,97.5
29/09/2014,97.33999634
30/09/2014,97.79000092
01/10/2014,96.22000122
02/10/2014,94.34999847
03/10/2014,93.95999908
06/10/2014,93.19000244
07/10/2014,92.93000031
08/10/2014,91.81999969
09/10/2014,91.83000183
10/10/2014,90.45999908
13/10/2014,89.69000244
14/10/2014,88.69999695
15/10/2014,85.61000061
16/10/2014,84.80000305
17/10/2014,84.54000092
20/10/2014,86.68000031
21/10/2014,86.47000122
22/10/2014,87.05000305
23/10/2014,87.16000366
24/10/2014,86.68000031
27/10/2014,86.25
28/10/2014,86.34999847
29/10/2014,87.91999817
30/10/2014,87.12000275
31/10/2014,86.22000122
03/11/2014,86.38999939
04/11/2014,84.38999939
05/11/2014,84.45999908
06/11/2014,83.22000122
07/11/2014,83.84999847
10/11/2014,84.94999695
11/11/2014,82.30999756
12/11/2014,81.65000153
13/11/2014,79.91000366
14/11/2014,77.73999786
17/11/2014,79.44000244
18/11/2014,79.93000031
19/11/2014,79.44000244
20/11/2014,79.90000153
21/11/2014,81.55999756
24/11/2014,80.79000092
25/11/2014,80.44000244
26/11/2014,78.86000061
28/11/2014,77.38999939
01/12/2014,73.01000214
02/12/2014,73.01000214
03/12/2014,71.44999695
04/12/2014,70.61000061
05/12/2014,69.87999725
08/12/2014,68.44000244
09/12/2014,67.01999664
10/12/2014,66.30999756
11/12/2014,65.09999847
12/12/2014,63.54999924
15/12/2014,63.22999954
16/12/2014,60.95999908
17/12/2014,59.79999924
18/12/2014,63.63000107
19/12/2014,62.63999939
22/12/2014,62.93999863
23/12/2014,62.11000061
24/12/2014,61.68000031
26/12/2014,60.95000076
29/12/2014,60.40999985
30/12/2014,58.36999893
31/12/2014,57.77000046
02/01/2015,58.22000122
05/01/2015,56.29000092
06/01/2015,53.52000046
07/01/2015,51.84000015
08/01/2015,51.88999939
09/01/2015,51.56000137
12/01/2015,49.88999939
13/01/2015,47.27000046
14/01/2015,49.06999969
15/01/2015,50.33000183
16/01/2015,47.68999863
20/01/2015,50.31999969
21/01/2015,49.59000015
22/01/2015,50.43999863
23/01/2015,50.09999847
26/01/2015,49.27000046
27/01/2015,49.97999954
28/01/2015,49.70999908
29/01/2015,49.27000046
30/01/2015,53.06000137
02/02/2015,55.70000076
03/02/2015,58.99000168
04/02/2015,58.04999924
05/02/2015,57.84999847
06/02/2015,59.02999878
09/02/2015,59.56000137
10/02/2015,58.54000092
11/02/2015,56.95999908
12/02/2015,57.38999939
13/02/2015,57.38999939
17/02/2015,63.02999878
18/02/2015,62.38999939
19/02/2015,60.97000122
20/02/2015,61.13000107
23/02/2015,60.63999939
24/02/2015,60.31000137
25/02/2015,62.13000107
26/02/2015,62.63000107
27/02/2015,62.81000137
02/03/2015,62.40000153
03/03/2015,61.81000137
04/03/2015,60.90999985
05/03/2015,61.54999924
06/03/2015,61.20000076
09/03/2015,60.02999878
10/03/2015,58.72999954
11/03/2015,57.91999817
12/03/2015,58.79000092
13/03/2015,57.25999832
16/03/2015,54.61999893
17/03/2015,53.43000031
18/03/2015,56.84999847
19/03/2015,56.54000092
20/03/2015,55.68000031
23/03/2015,56.18999863
24/03/2015,56.79000092
25/03/2015,57.15999985
26/03/2015,59.74000168
27/03/2015,59.00999832
30/03/2015,56.65000153
31/03/2015,56.36999893
01/04/2015,57.68999863
02/04/2015,57.24000168
06/04/2015,58.25
07/04/2015,59.27000046
08/04/2015,58.70999908
09/04/2015,58.04000092
10/04/2015,58.13000107
13/04/2015,59.52999878
14/04/2015,59.13999939
15/04/2015,60.31999969
16/04/2015,60.40000153
17/04/2015,64.48999786
20/04/2015,64.33999634
21/04/2015,63.47000122
22/04/2015,63.31000137
23/04/2015,65.58999634
24/04/2015,65.76999664
27/04/2015,65.56999969
28/04/2015,65.48000336
29/04/2015,66.70999908
30/04/2015,66.94000244
01/05/2015,66.87999725
04/05/2015,67.08999634
05/05/2015,68.38999939
06/05/2015,69.59999847
07/05/2015,68.45999908
08/05/2015,66.09999847
11/05/2015,65.69000244
12/05/2015,67.26999664
13/05/2015,68.15000153
14/05/2015,67.20999908
15/05/2015,66.56999969
18/05/2015,67.88999939
19/05/2015,66.26999664
20/05/2015,65.16999817
21/05/2015,66.86000061
22/05/2015,66.58999634
26/05/2015,66.22000122
27/05/2015,64.66000366
28/05/2015,62.95000076
29/05/2015,65.83000183
01/06/2015,65.73999786
02/06/2015,65.84999847
03/06/2015,65.38999939
04/06/2015,64.08000183
05/06/2015,63.41999817
08/06/2015,63.31999969
09/06/2015,65.19999695
10/06/2015,66.34999847
11/06/2015,66.04000092
12/06/2015,64.91999817
15/06/2015,63.72000122
16/06/2015,62.63000107
17/06/2015,65.45999908
18/06/2015,64.94999695
19/06/2015,64.54000092
22/06/2015,63.72999954
23/06/2015,64.94999695
24/06/2015,65.05999756
25/06/2015,63.93000031
26/06/2015,63.61999893
29/06/2015,62.95999908
30/06/2015,63.81999969
01/07/2015,63.34999847
02/07/2015,63.18999863
06/07/2015,60.34000015
07/07/2015,57.83000183
08/07/2015,57.75
09/07/2015,59.25
10/07/2015,59.68000031
13/07/2015,58.83000183
14/07/2015,58.74000168
15/07/2015,58.75999832
16/07/2015,58.34000015
17/07/2015,57.72000122
20/07/2015,57.43000031
21/07/2015,57.43000031
22/07/2015,56.88999939
23/07/2015,56.52000046
24/07/2015,55.59000015
27/07/2015,54.86000061
28/07/2015,54.06999969
29/07/2015,54.31999969
30/07/2015,54.36000061
31/07/2015,53.63999939
03/08/2015,51.97000122
04/08/2015,50.45000076
05/08/2015,51.02999878
06/08/2015,49.81999969
07/08/2015,50.04999924
10/08/2015,50.49000168
11/08/2015,51.09999847
12/08/2015,50.02000046
13/08/2015,50.34999847
14/08/2015,49.61999893
17/08/2015,49.02999878
18/08/2015,49.02999878
19/08/2015,49.09999847
20/08/2015,47.36999893
21/08/2015,46.5
24/08/2015,45.45000076
25/08/2015,44.49000168
26/08/2015,43.75999832
27/08/2015,47.72999954
28/08/2015,50.97999954
31/08/2015,54.29000092
01/09/2015,53.45999908
02/09/2015,51.00999832
03/09/2015,52.45000076
04/09/2015,51.04000092
08/09/2015,49.84999847
09/09/2015,50.02999878
10/09/2015,48.97000122
11/09/2015,48.95999908
14/09/2015,48.31999969
15/09/2015,46.88000107
16/09/2015,46.61000061
17/09/2015,50.13999939
18/09/2015,49.79999924
21/09/2015,48.97999954
22/09/2015,49.20999908
23/09/2015,50.25999832
24/09/2015,48.47000122
25/09/2015,49.18000031
28/09/2015,48.38999939
29/09/2015,48.63999939
30/09/2015,49
01/10/2015,49.84000015
02/10/2015,48.49000168
05/10/2015,49.86000061
06/10/2015,52.25999832
07/10/2015,53.13999939
08/10/2015,53.56000137
09/10/2015,54.04999924
12/10/2015,53.29999924
13/10/2015,50.68999863
14/10/2015,49.5
15/10/2015,49.36000061
16/10/2015,48.72999954
19/10/2015,50.63999939
20/10/2015,49.18999863
21/10/2015,48.65999985
22/10/2015,48.72999954
23/10/2015,48.63999939
26/10/2015,48.31000137
27/10/2015,47.54000092
28/10/2015,49.22999954
29/10/2015,49.40000153
30/10/2015,50
02/11/2015,49.68000031
03/11/2015,50.91999817
04/11/2015,50.86000061
05/11/2015,49
06/11/2015,48.56999969
09/11/2015,48.40000153
10/11/2015,47.84999847
11/11/2015,47.74000168
12/11/2015,46.18000031
13/11/2015,44.84000015
16/11/2015,43.58000183
17/11/2015,45.09999847
18/11/2015,44.72999954
19/11/2015,44.75999832
20/11/2015,45.5
23/11/2015,45.72000122
24/11/2015,46.5
25/11/2015,46.47999954
27/11/2015,46.29000092
30/11/2015,45.74000168
01/12/2015,45.16999817
02/12/2015,44.61999893
03/12/2015,44.68999863
04/12/2015,44.81999969
07/12/2015,43.22000122
08/12/2015,41.45000076
09/12/2015,41.56999969
10/12/2015,40.66999817
11/12/2015,39.74000168
14/12/2015,38.40999985
15/12/2015,39.40000153
16/12/2015,38.20000076
17/12/2015,37.18000031
18/12/2015,37.72000122
21/12/2015,36.81000137
22/12/2015,36.72000122
23/12/2015,37.88999939
24/12/2015,38.09999847
28/12/2015,37.97000122
29/12/2015,37.97000122
30/12/2015,37.54000092
31/12/2015,37.95000076
04/01/2016,38.99000168
05/01/2016,37.56999969
06/01/2016,36.72000122
07/01/2016,34.72999954
08/01/2016,34.72999954
11/01/2016,33.38000107
12/01/2016,32.38000107
13/01/2016,31.98999977
14/01/2016,31.20000076
15/01/2016,31.01000023
19/01/2016,30.31999969
20/01/2016,28.96999931
21/01/2016,29.82999992
22/01/2016,32.29000092
25/01/2016,32.79999924
26/01/2016,32.72000122
27/01/2016,33.5
28/01/2016,35.83000183
29/01/2016,35
01/02/2016,34.68999863
02/02/2016,34.31999969
03/02/2016,35.47999954
04/02/2016,35.81999969
05/02/2016,35.13000107
08/02/2016,34.66999817
09/02/2016,33.54999924
10/02/2016,31.89999962
11/02/2016,31.35000038
12/02/2016,33.43000031
16/02/2016,35.52999878
17/02/2016,34.95999908
18/02/2016,35.72999954
19/02/2016,34.43999863
22/02/2016,34.97000122
23/02/2016,35.11000061
24/02/2016,34.65999985
25/02/2016,35.72999954
26/02/2016,36.99000168
29/02/2016,36.20999908
01/03/2016,35.95999908
02/03/2016,37.38000107
03/03/2016,37.36000061
04/03/2016,38.97999954
07/03/2016,41.04000092
08/03/2016,41.47999954
09/03/2016,41.24000168
10/03/2016,41
11/03/2016,41.00999832
14/03/2016,40.54999924
15/03/2016,39.77000046
16/03/2016,40.41999817
17/03/2016,41.59000015
18/03/2016,42.54000092
21/03/2016,41.86999893
22/03/2016,42.11999893
23/03/2016,41.81000137
24/03/2016,40.63999939
28/03/2016,41
29/03/2016,40.22999954
30/03/2016,40.59000015
31/03/2016,40.02000046
01/04/2016,39.65999985
04/04/2016,38.90999985
05/04/2016,38.38999939
06/04/2016,39.93000031
07/04/2016,40.27999878
08/04/2016,42
11/04/2016,43.06000137
12/04/2016,44.79999924
13/04/2016,44.93000031
14/04/2016,44.59999847
15/04/2016,44.06000137
18/04/2016,43.40999985
19/04/2016,44.50999832
20/04/2016,45.88999939
21/04/2016,46.16999817
22/04/2016,45.88999939
25/04/2016,45.59000015
26/04/2016,46.47999954
27/04/2016,47.43999863
28/04/2016,48.18000031
29/04/2016,48.49000168
02/05/2016,48.09999847
03/05/2016,46.75
04/05/2016,46
05/05/2016,46.77000046
06/05/2016,46.11000061
09/05/2016,46.45999908
10/05/2016,45.68999863
11/05/2016,47.75
12/05/2016,48.18000031
13/05/2016,48.09999847
16/05/2016,49.47000122
17/05/2016,49.63000107
18/05/2016,49.84000015
19/05/2016,48.86999893
20/05/2016,49.34000015
23/05/2016,48.81000137
24/05/2016,49.25
25/05/2016,49.93000031
26/05/2016,50.5
27/05/2016,49.54000092
31/05/2016,50.04999924
01/06/2016,49.70999908
02/06/2016,50.29999924
03/06/2016,50.33000183
06/06/2016,50.81999969
07/06/2016,51.54000092
08/06/2016,52.79999924
09/06/2016,52.84999847
10/06/2016,52.08000183
13/06/2016,50.77999878
14/06/2016,50.04999924
15/06/2016,49.79999924
16/06/2016,48.77000046
17/06/2016,49.38999939
20/06/2016,50.68000031
21/06/2016,51.09999847
22/06/2016,51.22999954
23/06/2016,51
24/06/2016,51.22999954
27/06/2016,48.90999985
28/06/2016,48.75999832
29/06/2016,50.72000122
30/06/2016,50.29999924
01/07/2016,49.84000015
05/07/2016,50.72999954
06/07/2016,49.29999924
07/07/2016,49.59999847
08/07/2016,47.22999954
11/07/2016,47.11000061
12/07/2016,48.56000137
13/07/2016,48.20000076
14/07/2016,47.47000122
15/07/2016,48.08000183
18/07/2016,47.86999893
19/07/2016,47.47999954
20/07/2016,47.5
21/07/2016,47.54999924
22/07/2016,46.49000168
25/07/2016,45.86000061
26/07/2016,44.97999954
27/07/2016,44.90999985
28/07/2016,43.75
29/07/2016,42.79999924
01/08/2016,42.45000076
02/08/2016,43.16999817
03/08/2016,43.43999863
04/08/2016,44.33000183
05/08/2016,44.49000168
08/08/2016,45.70999908
09/08/2016,45.75999832
10/08/2016,45.66999817
11/08/2016,46.31000137
12/08/2016,47.25
15/08/2016,48.52999878
16/08/2016,49.34999847
17/08/2016,49.99000168
18/08/2016,51.04999924
19/08/2016,51.22000122
22/08/2016,50.74000168
23/08/2016,50.20000076
24/08/2016,49.86000061
25/08/2016,49.77999878
26/08/2016,50.75
29/08/2016,49.61999893
30/08/2016,49.75999832
31/08/2016,48.40000153
01/09/2016,47.04999924
02/09/2016,47.00999832
06/09/2016,49.36999893
07/09/2016,48.54000092
08/09/2016,50.13999939
09/09/2016,49.68000031
12/09/2016,48.61999893
13/09/2016,48.20999908
14/09/2016,47.47000122
15/09/2016,47
16/09/2016,46.40000153
19/09/2016,46.91999817
20/09/2016,46.29000092
21/09/2016,47.15000153
22/09/2016,47.84000015
23/09/2016,48.25
26/09/2016,47.65999985
27/09/2016,47.27999878
28/09/2016,48.93999863
29/09/2016,49.79999924
30/09/2016,49.27999878
03/10/2016,49.09999847
04/10/2016,51.34999847
05/10/2016,52.09000015
06/10/2016,52.72000122
07/10/2016,52.84000015
11/10/2016,53.31000137
12/10/2016,52.84999847
13/10/2016,52.15000153
14/10/2016,52.56000137
17/10/2016,52.27999878
18/10/2016,52.11999893
19/10/2016,53.13999939
20/10/2016,52.68000031
21/10/2016,51.93000031
24/10/2016,52
25/10/2016,51.83000183
26/10/2016,50.68999863
27/10/2016,50.90000153
28/10/2016,50.56999969
31/10/2016,49.68999863
01/11/2016,48.33000183
02/11/2016,48.06999969
03/11/2016,47.50999832
04/11/2016,46.54000092
07/11/2016,46.38000107
08/11/2016,46.68000031
09/11/2016,46.95000076
10/11/2016,46.90999985
14/11/2016,44.97999954
15/11/2016,47.25999832
16/11/2016,47.56000137
17/11/2016,47.61000061
18/11/2016,46.97999954
21/11/2016,49.15000153
22/11/2016,49.97000122
23/11/2016,49.5
25/11/2016,49.20000076
28/11/2016,48.81000137
29/11/2016,48.09999847
30/11/2016,50.47000122
01/12/2016,50.45999908
02/12/2016,54.5
05/12/2016,55.33000183
06/12/2016,54.93000031
07/12/2016,54.20999908
08/12/2016,54.04999924
09/12/2016,54.43999863
12/12/2016,57.49000168
13/12/2016,56.43000031
14/12/2016,55.79999924
15/12/2016,54.5
16/12/2016,55.38000107
19/12/2016,55.79000092
20/12/2016,55.90999985
21/12/2016,55.86000061
22/12/2016,55.22999954
23/12/2016,55.34000015
27/12/2016,56.25999832
28/12/2016,56.56000137
29/12/2016,56.63999939
30/12/2016,56.13000107
03/01/2017,58.36999893
04/01/2017,56.52999878
05/01/2017,57.34000015
06/01/2017,57.45999908
09/01/2017,56.99000168
10/01/2017,55.34000015
11/01/2017,55.66999817
12/01/2017,56.43000031
13/01/2017,56.20000076
17/01/2017,56.97000122
18/01/2017,55.88999939
19/01/2017,54.75
20/01/2017,55.79000092
23/01/2017,55.74000168
24/01/2017,55.84999847
25/01/2017,55.63999939
26/01/2017,56.54999924
27/01/2017,56.5
30/01/2017,55.63999939
31/01/2017,55.93999863
01/02/2017,55.65999985
02/02/2017,57.43000031
03/02/2017,57.29000092
06/02/2017,57.11000061
07/02/2017,55.97999954
08/02/2017,55.66999817
09/02/2017,55.91999817
10/02/2017,56.86999893
13/02/2017,56.79999924
14/02/2017,56.45000076
15/02/2017,56.25
16/02/2017,56.22999954
17/02/2017,55.86999893
21/02/2017,57.29999924
22/02/2017,56.99000168
23/02/2017,57.34999847
24/02/2017,56.65000153
27/02/2017,56.75999832
28/02/2017,56.06999969
01/03/2017,55.59999847
02/03/2017,56.43999863
03/03/2017,55.93999863
06/03/2017,56.24000168
07/03/2017,56.63999939
08/03/2017,55.75999832
09/03/2017,53.84999847
10/03/2017,53.00999832
13/03/2017,51.68999863
14/03/2017,51.83000183
15/03/2017,52.04000092
16/03/2017,52.59000015
17/03/2017,52.16999817
20/03/2017,51.93000031
21/03/2017,52.20999908
22/03/2017,50.97000122
23/03/2017,51.09000015
24/03/2017,51.04999924
27/03/2017,51.09999847
28/03/2017,51.86999893
29/03/2017,52.45999908
30/03/2017,53.09000015
31/03/2017,53.31999969
03/04/2017,52.72999954
04/04/2017,54.36000061
05/04/2017,55.08000183
06/04/2017,54.99000168
07/04/2017,56.06999969
10/04/2017,56.04999924
11/04/2017,56.27999878
12/04/2017,56.63000107
13/04/2017,56.06000137
17/04/2017,55.97000122
18/04/2017,55.49000168
19/04/2017,55.22000122
20/04/2017,53.54000092
21/04/2017,53.27999878
24/04/2017,52.58000183
25/04/2017,52.38000107
26/04/2017,52.43999863
27/04/2017,51.75
28/04/2017,52.09999847
01/05/2017,51.65999985
03/05/2017,51.11999893
04/05/2017,50.72000122
05/05/2017,49.61999893
08/05/2017,49.88000107
09/05/2017,49.70999908
10/05/2017,50.61999893
11/05/2017,51.15000153
12/05/2017,51.08000183
15/05/2017,52.61999893
16/05/2017,52.34999847
17/05/2017,52.59999847
18/05/2017,52.74000168
19/05/2017,53.79000092
22/05/2017,54.36999893
23/05/2017,54.47000122
24/05/2017,54.61999893
25/05/2017,54.65999985
26/05/2017,52.25999832
30/05/2017,52.59999847
31/05/2017,51.75
01/06/2017,50.33000183
02/06/2017,50.50999832
05/06/2017,50.72999954
06/06/2017,50.29999924
07/06/2017,50.13000107
08/06/2017,48.58000183
09/06/2017,48.54000092
12/06/2017,49.11999893
13/06/2017,48.81000137
14/06/2017,48.68000031
15/06/2017,47.18999863
16/06/2017,47.59999847
19/06/2017,47.75
20/06/2017,47.22000122
21/06/2017,46.61000061
22/06/2017,45.77999878
23/06/2017,45.74000168
26/06/2017,46.22000122
27/06/2017,47.04000092
28/06/2017,47.47000122
29/06/2017,48
30/06/2017,48.20000076
03/07/2017,47.86999893
05/07/2017,49.88999939
06/07/2017,49.16999817
07/07/2017,47.99000168
10/07/2017,47.36999893
11/07/2017,48.16999817
12/07/2017,48.75
13/07/2017,48.52999878
14/07/2017,49.08000183
17/07/2017,49.25
18/07/2017,49.40000153
19/07/2017,49.79999924
20/07/2017,50.18000031
21/07/2017,49.63999939
24/07/2017,48.75999832
25/07/2017,50.90000153
26/07/2017,51.02999878
27/07/2017,51.63999939
28/07/2017,52.66999817
31/07/2017,52.84999847
01/08/2017,52.63000107
02/08/2017,52.41999817
03/08/2017,52.86999893
04/08/2017,52.52000046
07/08/2017,52.56000137
08/08/2017,52.72999954
09/08/2017,52.81999969
10/08/2017,53.63000107
11/08/2017,52.27000046
14/08/2017,52.38999939
15/08/2017,51.09999847
16/08/2017,51.34999847
17/08/2017,51.11000061
18/08/2017,52.95000076
21/08/2017,52.90000153
22/08/2017,52.27000046
23/08/2017,52.61999893
24/08/2017,52.70999908
25/08/2017,52.79000092
28/08/2017,53.15999985
29/08/2017,52.15000153
30/08/2017,52.02000046
31/08/2017,52.38000107
01/09/2017,52.31999969
05/09/2017,53.65000153
06/09/2017,54.29999924
07/09/2017,54.66999817
08/09/2017,54.86000061
11/09/2017,54.11000061
12/09/2017,54.43999863
13/09/2017,55.20000076
14/09/2017,56
15/09/2017,55.84999847
18/09/2017,55.93999863
19/09/2017,55.88000107
20/09/2017,56.47999954
21/09/2017,56.52999878
22/09/2017,56.90000153
25/09/2017,59.22000122
26/09/2017,59.49000168
27/09/2017,58.86000061
28/09/2017,58.61999893
29/09/2017,57.75999832
02/10/2017,57.45999908
03/10/2017,56.38999939
04/10/2017,56.18999863
05/10/2017,57.24000168
06/10/2017,57.27000046
09/10/2017,55.97999954
10/10/2017,56.90999985
11/10/2017,57.09000015
12/10/2017,56.81999969
13/10/2017,57.56000137
16/10/2017,58.47000122
17/10/2017,58.34999847
18/10/2017,58.54000092
19/10/2017,58.27999878
20/10/2017,57.90000153
23/10/2017,58.02999878
24/10/2017,58.47999954
25/10/2017,58.72999954
26/10/2017,59.54999924
27/10/2017,60.65999985
30/10/2017,61
31/10/2017,61.38000107
01/11/2017,61.29000092
02/11/2017,60.81999969
03/11/2017,62.22000122
06/11/2017,64.44000244
07/11/2017,64.63999939
08/11/2017,64.63999939
09/11/2017,64.23999786
10/11/2017,64.26999664
13/11/2017,63.72999954
14/11/2017,63.20999908
15/11/2017,62.11999893
16/11/2017,62.15000153
17/11/2017,62.90000153
20/11/2017,62.79999924
21/11/2017,62.84000015
22/11/2017,63.40999985
24/11/2017,63.95000076
27/11/2017,63.97999954
28/11/2017,63.90000153
29/11/2017,64.04000092
30/11/2017,64.19999695
01/12/2017,63.49000168
04/12/2017,63.63999939
05/12/2017,63.13000107
06/12/2017,62.91999817
07/12/2017,62.25
08/12/2017,63.63000107
11/12/2017,64.91999817
12/12/2017,65.81999969
13/12/2017,64.30999756
14/12/2017,63.5
15/12/2017,63.66999817
18/12/2017,63.90999985
19/12/2017,63.90999985
20/12/2017,64.59999847
21/12/2017,64.91999817
22/12/2017,65.27999878
26/12/2017,67.08000183
27/12/2017,66.94000244
28/12/2017,66.77999878
29/12/2017,66.59999847
02/01/2018,67.27999878
03/01/2018,68.01000214
04/01/2018,68.26000214
05/01/2018,68.08999634
08/01/2018,67.98000336
09/01/2018,69.19999695
10/01/2018,69.36000061
11/01/2018,70.02999878
12/01/2018,69.91999817
16/01/2018,70.37000275
17/01/2018,69.58999634
18/01/2018,69.66000366
19/01/2018,69.15000153
22/01/2018,69.51000214
23/01/2018,70.23999786
24/01/2018,70.91000366
25/01/2018,71.26000214
26/01/2018,70.83000183
29/01/2018,70.63999939
30/01/2018,69.51999664
31/01/2018,69.06999969
01/02/2018,69.08000183
02/02/2018,70.01000214
05/02/2018,68.45999908
06/02/2018,67.58999634
07/02/2018,67.72000122
08/02/2018,65.58999634
09/02/2018,64.62999725
12/02/2018,64.41000366
13/02/2018,63.09999847
14/02/2018,64.55999756
15/02/2018,65.09999847
16/02/2018,65.19999695
20/02/2018,65.83000183
21/02/2018,65.52999878
22/02/2018,66.55000305
23/02/2018,67.37000275
26/02/2018,67.90000153
27/02/2018,67.62999725
28/02/2018,66.87999725
01/03/2018,65.70999908
02/03/2018,64.68000031
05/03/2018,65.87000275
06/03/2018,66.15000153
07/03/2018,65.77999878
08/03/2018,64.55000305
09/03/2018,65.62000275
12/03/2018,65.83000183
13/03/2018,65.66000366
14/03/2018,65.19000244
15/03/2018,65.38999939
16/03/2018,66.41999817
19/03/2018,66.34999847
20/03/2018,67.88999939
21/03/2018,69.84999847
22/03/2018,69.91000366
23/03/2018,70.56999969
26/03/2018,71.05000305
27/03/2018,71.02999878
28/03/2018,70.25
29/03/2018,70.43000031
02/04/2018,70.13999939
04/04/2018,68.26999664
05/04/2018,68.91999817
06/04/2018,68.62000275
09/04/2018,68.80000305
10/04/2018,71.31999969
11/04/2018,73.08000183
12/04/2018,72.45999908
13/04/2018,72.86000061
16/04/2018,72.87999725
17/04/2018,71.87999725
18/04/2018,73.91999817
19/04/2018,74.73999786
20/04/2018,74.19999695
23/04/2018,75.11000061
24/04/2018,75.45999908
25/04/2018,74.18000031
26/04/2018,74.94999695
27/04/2018,75.01000214
30/04/2018,75.36000061
01/05/2018,75.16999817
02/05/2018,73.62000275
03/05/2018,74.08000183
04/05/2018,75.05000305
07/05/2018,76.33000183
08/05/2018,76.18000031
09/05/2018,77.41000366
10/05/2018,77.97000122
11/05/2018,77.58999634
14/05/2018,78.51999664
15/05/2018,79.44999695
16/05/2018,79.33000183
17/05/2018,80.5
18/05/2018,79.86000061
21/05/2018,79.58999634
22/05/2018,80.48999786
23/05/2018,79.84999847
